时间/s,0 cm,0.1 cm,0.2 cm,0.3 cm,0.4 cm,0.5 cm,0.6 cm,0.7 cm,0.8 cm,0.9 cm,1 cm,1.1 cm,1.2 cm,1.3 cm,1.4 cm,1.5 cm,1.6 cm,1.7 cm,1.8 cm,1.9 cm,2 cm
4132,2.498072,2.496480,2.491638,2.483353,2.471314,2.455104,2.434220,2.408102,2.376159,2.337808,2.292509,2.239805,2.179360,2.110987,2.034680,1.950619,1.859184,1.760933,1.656573,1.546909,1.432794
4133,2.498009,2.496415,2.491571,2.483282,2.471237,2.455019,2.434128,2.408001,2.376050,2.337690,2.292384,2.239675,2.179226,2.110852,2.034546,1.950490,1.859062,1.760821,1.656473,1.546823,1.432724
4134,2.497945,2.496350,2.491503,2.483210,2.471159,2.454935,2.434035,2.407900,2.375940,2.337573,2.292259,2.239544,2.179092,2.110717,2.034412,1.950361,1.858940,1.760709,1.656373,1.546737,1.432654
4135,2.497881,2.496286,2.491436,2.483138,2.471082,2.454850,2.433943,2.407799,2.375831,2.337455,2.292134,2.239414,2.178958,2.110582,2.034279,1.950232,1.858818,1.760597,1.656274,1.546652,1.432584
4136,2.497817,2.496221,2.491368,2.483066,2.471004,2.454766,2.433850,2.407698,2.375721,2.337337,2.292010,2.239284,2.178824,2.110447,2.034145,1.950102,1.858696,1.760485,1.656174,1.546566,1.432514
4137,2.497753,2.496156,2.491300,2.482994,2.470926,2.454681,2.433758,2.407597,2.375612,2.337220,2.291885,2.239153,2.178690,2.110312,2.034011,1.949973,1.858575,1.760373,1.656074,1.546480,1.432445
4138,2.497688,2.496091,2.491233,2.482922,2.470849,2.454596,2.433665,2.407496,2.375502,2.337102,2.291760,2.239023,2.178556,2.110176,2.033878,1.949844,1.858453,1.760261,1.655974,1.546394,1.432375
4139,2.497624,2.496026,2.491165,2.482850,2.470771,2.454512,2.433573,2.407395,2.375393,2.336985,2.291636,2.238893,2.178422,2.110041,2.033744,1.949715,1.858331,1.760149,1.655875,1.546308,1.432305
4140,2.497560,2.495961,2.491097,2.482778,2.470693,2.454427,2.433480,2.407294,2.375283,2.336867,2.291511,2.238762,2.178288,2.109906,2.033611,1.949586,1.858209,1.760037,1.655775,1.546222,1.432236
4141,2.497496,2.495896,2.491030,2.482706,2.470615,2.454342,2.433387,2.407193,2.375173,2.336749,2.291386,2.238632,2.178154,2.109771,2.033477,1.949457,1.858087,1.759925,1.655675,1.546137,1.432166
4142,2.497432,2.495830,2.490962,2.482634,2.470538,2.454257,2.433294,2.407092,2.375064,2.336632,2.291262,2.238502,2.178020,2.109636,2.033343,1.949327,1.857965,1.759814,1.655576,1.546051,1.432097
4143,2.497367,2.495765,2.490894,2.482562,2.470460,2.454172,2.433202,2.406991,2.374954,2.336514,2.291137,2.238372,2.177886,2.109501,2.033210,1.949198,1.857844,1.759702,1.655476,1.545965,1.432027
4144,2.497303,2.495700,2.490826,2.482490,2.470382,2.454088,2.433109,2.406890,2.374845,2.336396,2.291012,2.238241,2.177753,2.109366,2.033076,1.949069,1.857722,1.759590,1.655376,1.545879,1.431957
4145,2.497238,2.495635,2.490758,2.482418,2.470304,2.454003,2.433016,2.406788,2.374735,2.336279,2.290887,2.238111,2.177619,2.109231,2.032943,1.948940,1.857600,1.759478,1.655277,1.545794,1.431888
4146,2.497174,2.495569,2.490690,2.482346,2.470226,2.453918,2.432923,2.406687,2.374625,2.336161,2.290763,2.237981,2.177485,2.109096,2.032810,1.948811,1.857478,1.759366,1.655177,1.545708,1.431818
4147,2.497109,2.495504,2.490622,2.482273,2.470148,2.453833,2.432831,2.406586,2.374516,2.336043,2.290638,2.237850,2.177351,2.108961,2.032676,1.948682,1.857357,1.759255,1.655077,1.545622,1.431748
4148,2.497045,2.495438,2.490554,2.482201,2.470070,2.453748,2.432738,2.406485,2.374406,2.335926,2.290513,2.237720,2.177217,2.108826,2.032543,1.948553,1.857235,1.759143,1.654978,1.545537,1.431678
4149,2.496980,2.495373,2.490486,2.482129,2.469992,2.453663,2.432645,2.406383,2.374296,2.335808,2.290388,2.237590,2.177083,2.108691,2.032409,1.948424,1.857113,1.759031,1.654878,1.545451,1.431609
4150,2.496916,2.495307,2.490418,2.482056,2.469914,2.453577,2.432552,2.406282,2.374186,2.335690,2.290264,2.237460,2.176950,2.108556,2.032276,1.948296,1.856992,1.758920,1.654778,1.545365,1.431539
4151,2.496851,2.495242,2.490350,2.481984,2.469835,2.453492,2.432459,2.406181,2.374077,2.335572,2.290139,2.237329,2.176816,2.108421,2.032143,1.948167,1.856870,1.758808,1.654679,1.545280,1.431469
4152,2.496786,2.495176,2.490281,2.481911,2.469757,2.453407,2.432366,2.406079,2.373967,2.335455,2.290014,2.237199,2.176682,2.108286,2.032009,1.948038,1.856749,1.758696,1.654579,1.545194,1.431399
4153,2.496722,2.495111,2.490213,2.481839,2.469679,2.453322,2.432273,2.405978,2.373857,2.335337,2.289889,2.237069,2.176548,2.108151,2.031876,1.947909,1.856627,1.758585,1.654480,1.545109,1.431330
4154,2.496657,2.495045,2.490145,2.481766,2.469601,2.453237,2.432180,2.405877,2.373747,2.335219,2.289765,2.236939,2.176415,2.108017,2.031743,1.947780,1.856506,1.758473,1.654380,1.545023,1.431260
4155,2.496592,2.494979,2.490076,2.481694,2.469522,2.453152,2.432087,2.405775,2.373637,2.335101,2.289640,2.236808,2.176281,2.107882,2.031609,1.947651,1.856384,1.758361,1.654281,1.544938,1.431190
4156,2.496527,2.494913,2.490008,2.481621,2.469444,2.453066,2.431993,2.405674,2.373528,2.334984,2.289515,2.236678,2.176147,2.107747,2.031476,1.947522,1.856263,1.758250,1.654181,1.544852,1.431120
4157,2.496462,2.494848,2.489940,2.481548,2.469366,2.452981,2.431900,2.405572,2.373418,2.334866,2.289390,2.236548,2.176013,2.107612,2.031343,1.947394,1.856141,1.758138,1.654082,1.544767,1.431050
4158,2.496397,2.494782,2.489871,2.481475,2.469287,2.452896,2.431807,2.405471,2.373308,2.334748,2.289266,2.236418,2.175880,2.107477,2.031210,1.947265,1.856020,1.758027,1.653982,1.544681,1.430981
4159,2.496332,2.494716,2.489803,2.481403,2.469209,2.452810,2.431714,2.405369,2.373198,2.334630,2.289141,2.236287,2.175746,2.107342,2.031077,1.947136,1.855898,1.757915,1.653883,1.544596,1.430911
4160,2.496267,2.494650,2.489734,2.481330,2.469130,2.452725,2.431621,2.405268,2.373088,2.334512,2.289016,2.236157,2.175612,2.107208,2.030943,1.947008,1.855777,1.757804,1.653784,1.544511,1.430841
4161,2.496202,2.494584,2.489665,2.481257,2.469052,2.452639,2.431527,2.405166,2.372978,2.334395,2.288891,2.236027,2.175479,2.107073,2.030810,1.946879,1.855655,1.757692,1.653684,1.544425,1.430771
4162,2.496137,2.494518,2.489597,2.481184,2.468973,2.452554,2.431434,2.405064,2.372868,2.334277,2.288766,2.235897,2.175345,2.106938,2.030677,1.946750,1.855534,1.757581,1.653585,1.544340,1.430701
4163,2.496071,2.494452,2.489528,2.481111,2.468894,2.452468,2.431341,2.404963,2.372758,2.334159,2.288642,2.235766,2.175211,2.106803,2.030544,1.946622,1.855413,1.757469,1.653485,1.544255,1.430631
4164,2.496006,2.494386,2.489459,2.481038,2.468816,2.452383,2.431247,2.404861,2.372648,2.334041,2.288517,2.235636,2.175078,2.106669,2.030411,1.946493,1.855291,1.757358,1.653386,1.544169,1.430561
4165,2.495941,2.494319,2.489391,2.480965,2.468737,2.452297,2.431154,2.404759,2.372538,2.333923,2.288392,2.235506,2.174944,2.106534,2.030278,1.946364,1.855170,1.757246,1.653287,1.544084,1.430491
4166,2.495876,2.494253,2.489322,2.480892,2.468658,2.452211,2.431061,2.404658,2.372428,2.333805,2.288267,2.235376,2.174810,2.106399,2.030145,1.946236,1.855049,1.757135,1.653188,1.543999,1.430422
4167,2.495810,2.494187,2.489253,2.480819,2.468579,2.452126,2.430967,2.404556,2.372318,2.333687,2.288143,2.235246,2.174677,2.106265,2.030012,1.946107,1.854928,1.757024,1.653088,1.543914,1.430352
4168,2.495745,2.494121,2.489184,2.480746,2.468501,2.452040,2.430874,2.404454,2.372208,2.333569,2.288018,2.235115,2.174543,2.106130,2.029879,1.945979,1.854806,1.756912,1.652989,1.543828,1.430282
4169,2.495679,2.494054,2.489115,2.480673,2.468422,2.451954,2.430780,2.404352,2.372098,2.333451,2.287893,2.234985,2.174409,2.105995,2.029746,1.945850,1.854685,1.756801,1.652890,1.543743,1.430212
4170,2.495614,2.493988,2.489046,2.480599,2.468343,2.451868,2.430687,2.404251,2.371988,2.333333,2.287768,2.234855,2.174276,2.105861,2.029613,1.945722,1.854564,1.756690,1.652791,1.543658,1.430142
4171,2.495548,2.493921,2.488977,2.480526,2.468264,2.451783,2.430593,2.404149,2.371878,2.333215,2.287643,2.234725,2.174142,2.105726,2.029480,1.945593,1.854443,1.756578,1.652691,1.543573,1.430072
4172,2.495483,2.493855,2.488908,2.480453,2.468185,2.451697,2.430499,2.404047,2.371768,2.333097,2.287518,2.234595,2.174009,2.105592,2.029347,1.945465,1.854322,1.756467,1.652592,1.543488,1.430002
4173,2.495417,2.493788,2.488839,2.480380,2.468106,2.451611,2.430406,2.403945,2.371657,2.332980,2.287394,2.234465,2.173875,2.105457,2.029214,1.945336,1.854200,1.756356,1.652493,1.543403,1.429932
4174,2.495351,2.493722,2.488770,2.480306,2.468027,2.451525,2.430312,2.403843,2.371547,2.332862,2.287269,2.234334,2.173742,2.105322,2.029081,1.945208,1.854079,1.756245,1.652394,1.543317,1.429862
4175,2.495286,2.493655,2.488700,2.480233,2.467948,2.451439,2.430218,2.403741,2.371437,2.332744,2.287144,2.234204,2.173608,2.105188,2.028948,1.945080,1.853958,1.756133,1.652295,1.543232,1.429792
4176,2.495220,2.493589,2.488631,2.480159,2.467869,2.451353,2.430125,2.403639,2.371327,2.332626,2.287019,2.234074,2.173474,2.105053,2.028815,1.944951,1.853837,1.756022,1.652196,1.543147,1.429722
4177,2.495154,2.493522,2.488562,2.480086,2.467789,2.451267,2.430031,2.403537,2.371217,2.332508,2.286894,2.233944,2.173341,2.104919,2.028683,1.944823,1.853716,1.755911,1.652097,1.543062,1.429652
4178,2.495088,2.493455,2.488492,2.480012,2.467710,2.451181,2.429937,2.403435,2.371106,2.332389,2.286769,2.233814,2.173207,2.104784,2.028550,1.944695,1.853595,1.755800,1.651998,1.542977,1.429582
4179,2.495022,2.493388,2.488423,2.479939,2.467631,2.451095,2.429843,2.403333,2.370996,2.332271,2.286645,2.233684,2.173074,2.104650,2.028417,1.944566,1.853474,1.755689,1.651899,1.542892,1.429512
4180,2.494956,2.493321,2.488354,2.479865,2.467552,2.451009,2.429750,2.403231,2.370886,2.332153,2.286520,2.233553,2.172940,2.104515,2.028284,1.944438,1.853353,1.755578,1.651800,1.542807,1.429442
4181,2.494890,2.493255,2.488284,2.479791,2.467472,2.450923,2.429656,2.403129,2.370776,2.332035,2.286395,2.233423,2.172807,2.104381,2.028151,1.944310,1.853232,1.755467,1.651701,1.542722,1.429372
4182,2.494824,2.493188,2.488215,2.479718,2.467393,2.450836,2.429562,2.403027,2.370665,2.331917,2.286270,2.233293,2.172673,2.104246,2.028019,1.944182,1.853111,1.755355,1.651602,1.542637,1.429302
4183,2.494758,2.493121,2.488145,2.479644,2.467314,2.450750,2.429468,2.402925,2.370555,2.331799,2.286145,2.233163,2.172540,2.104112,2.027886,1.944053,1.852990,1.755244,1.651503,1.542552,1.429232
4184,2.494692,2.493054,2.488076,2.479570,2.467234,2.450664,2.429374,2.402823,2.370445,2.331681,2.286020,2.233033,2.172407,2.103978,2.027753,1.943925,1.852870,1.755133,1.651404,1.542467,1.429162
4185,2.494626,2.492987,2.488006,2.479496,2.467155,2.450578,2.429280,2.402721,2.370334,2.331563,2.285895,2.232903,2.172273,2.103843,2.027621,1.943797,1.852749,1.755022,1.651305,1.542382,1.429092
4186,2.494560,2.492920,2.487936,2.479422,2.467075,2.450491,2.429186,2.402619,2.370224,2.331445,2.285771,2.232773,2.172140,2.103709,2.027488,1.943669,1.852628,1.754911,1.651206,1.542297,1.429022
4187,2.494493,2.492852,2.487867,2.479348,2.466996,2.450405,2.429092,2.402517,2.370113,2.331327,2.285646,2.232642,2.172006,2.103575,2.027355,1.943541,1.852507,1.754800,1.651107,1.542212,1.428952
4188,2.494427,2.492785,2.487797,2.479274,2.466916,2.450319,2.428998,2.402414,2.370003,2.331209,2.285521,2.232512,2.171873,2.103440,2.027223,1.943413,1.852386,1.754690,1.651008,1.542127,1.428882
4189,2.494361,2.492718,2.487727,2.479200,2.466837,2.450232,2.428904,2.402312,2.369893,2.331090,2.285396,2.232382,2.171739,2.103306,2.027090,1.943285,1.852265,1.754579,1.650909,1.542043,1.428812
4190,2.494294,2.492651,2.487657,2.479126,2.466757,2.450146,2.428810,2.402210,2.369782,2.330972,2.285271,2.232252,2.171606,2.103172,2.026958,1.943157,1.852145,1.754468,1.650811,1.541958,1.428742
4191,2.494228,2.492583,2.487587,2.479052,2.466677,2.450059,2.428716,2.402107,2.369672,2.330854,2.285146,2.232122,2.171473,2.103037,2.026825,1.943029,1.852024,1.754357,1.650712,1.541873,1.428671
4192,2.494161,2.492516,2.487517,2.478978,2.466597,2.449973,2.428621,2.402005,2.369561,2.330736,2.285021,2.231992,2.171339,2.102903,2.026693,1.942901,1.851903,1.754246,1.650613,1.541788,1.428601
4193,2.494095,2.492449,2.487447,2.478904,2.466518,2.449886,2.428527,2.401903,2.369451,2.330618,2.284896,2.231862,2.171206,2.102769,2.026560,1.942773,1.851783,1.754135,1.650514,1.541703,1.428531
4194,2.494028,2.492381,2.487377,2.478830,2.466438,2.449800,2.428433,2.401800,2.369340,2.330500,2.284772,2.231732,2.171073,2.102635,2.026428,1.942645,1.851662,1.754024,1.650416,1.541618,1.428461
4195,2.493962,2.492314,2.487307,2.478756,2.466358,2.449713,2.428339,2.401698,2.369230,2.330381,2.284647,2.231601,2.170939,2.102500,2.026295,1.942517,1.851541,1.753914,1.650317,1.541534,1.428391
4196,2.493895,2.492246,2.487237,2.478681,2.466278,2.449626,2.428244,2.401596,2.369119,2.330263,2.284522,2.231471,2.170806,2.102366,2.026163,1.942389,1.851421,1.753803,1.650218,1.541449,1.428321
4197,2.493828,2.492179,2.487167,2.478607,2.466198,2.449540,2.428150,2.401493,2.369009,2.330145,2.284397,2.231341,2.170673,2.102232,2.026030,1.942261,1.851300,1.753692,1.650120,1.541364,1.428251
4198,2.493762,2.492111,2.487097,2.478533,2.466118,2.449453,2.428056,2.401391,2.368898,2.330027,2.284272,2.231211,2.170539,2.102098,2.025898,1.942133,1.851180,1.753581,1.650021,1.541279,1.428181
4199,2.493695,2.492043,2.487027,2.478458,2.466038,2.449366,2.427961,2.401288,2.368787,2.329908,2.284147,2.231081,2.170406,2.101964,2.025765,1.942005,1.851059,1.753471,1.649922,1.541194,1.428111
4200,2.493628,2.491976,2.486956,2.478384,2.465958,2.449279,2.427867,2.401186,2.368677,2.329790,2.284022,2.230951,2.170273,2.101829,2.025633,1.941877,1.850939,1.753360,1.649824,1.541110,1.428040
4201,2.493561,2.491908,2.486886,2.478309,2.465878,2.449193,2.427772,2.401083,2.368566,2.329672,2.283897,2.230821,2.170139,2.101695,2.025501,1.941750,1.850818,1.753249,1.649725,1.541025,1.427970
4202,2.493494,2.491840,2.486816,2.478235,2.465798,2.449106,2.427678,2.400981,2.368456,2.329554,2.283772,2.230691,2.170006,2.101561,2.025368,1.941622,1.850698,1.753139,1.649627,1.540940,1.427900
4203,2.493427,2.491772,2.486745,2.478160,2.465718,2.449019,2.427583,2.400878,2.368345,2.329435,2.283647,2.230561,2.169873,2.101427,2.025236,1.941494,1.850577,1.753028,1.649528,1.540856,1.427830
4204,2.493360,2.491705,2.486675,2.478086,2.465638,2.448932,2.427489,2.400775,2.368234,2.329317,2.283522,2.230431,2.169740,2.101293,2.025104,1.941366,1.850457,1.752918,1.649430,1.540771,1.427760
4205,2.493293,2.491637,2.486604,2.478011,2.465558,2.448845,2.427394,2.400673,2.368123,2.329199,2.283397,2.230301,2.169606,2.101159,2.024971,1.941239,1.850336,1.752807,1.649331,1.540686,1.427690
4206,2.493226,2.491569,2.486534,2.477936,2.465477,2.448758,2.427300,2.400570,2.368013,2.329080,2.283273,2.230171,2.169473,2.101025,2.024839,1.941111,1.850216,1.752697,1.649233,1.540602,1.427620
4207,2.493159,2.491501,2.486463,2.477862,2.465397,2.448671,2.427205,2.400468,2.367902,2.328962,2.283148,2.230041,2.169340,2.100891,2.024707,1.940983,1.850096,1.752586,1.649134,1.540517,1.427550
4208,2.493092,2.491433,2.486393,2.477787,2.465317,2.448584,2.427110,2.400365,2.367791,2.328844,2.283023,2.229911,2.169207,2.100757,2.024575,1.940856,1.849975,1.752476,1.649036,1.540432,1.427480
4209,2.493025,2.491365,2.486322,2.477712,2.465236,2.448497,2.427016,2.400262,2.367680,2.328725,2.282898,2.229781,2.169074,2.100623,2.024443,1.940728,1.849855,1.752365,1.648937,1.540348,1.427410
4210,2.492957,2.491296,2.486251,2.477637,2.465156,2.448410,2.426921,2.400159,2.367570,2.328607,2.282773,2.229650,2.168940,2.100489,2.024310,1.940600,1.849735,1.752255,1.648839,1.540263,1.427340
4211,2.492890,2.491228,2.486181,2.477562,2.465076,2.448322,2.426826,2.400057,2.367459,2.328489,2.282648,2.229520,2.168807,2.100355,2.024178,1.940473,1.849614,1.752144,1.648741,1.540178,1.427270
4212,2.492823,2.491160,2.486110,2.477488,2.464995,2.448235,2.426732,2.399954,2.367348,2.328370,2.282523,2.229390,2.168674,2.100221,2.024046,1.940345,1.849494,1.752034,1.648642,1.540094,1.427200
4213,2.492755,2.491092,2.486039,2.477413,2.464915,2.448148,2.426637,2.399851,2.367237,2.328252,2.282398,2.229260,2.168541,2.100087,2.023914,1.940218,1.849374,1.751924,1.648544,1.540009,1.427130
4214,2.492688,2.491023,2.485968,2.477338,2.464834,2.448061,2.426542,2.399748,2.367126,2.328134,2.282273,2.229130,2.168408,2.099953,2.023782,1.940090,1.849254,1.751813,1.648446,1.539924,1.427060
4215,2.492620,2.490955,2.485897,2.477263,2.464753,2.447973,2.426447,2.399645,2.367015,2.328015,2.282148,2.229000,2.168275,2.099819,2.023650,1.939963,1.849134,1.751703,1.648347,1.539840,1.426990
4216,2.492553,2.490887,2.485826,2.477187,2.464673,2.447886,2.426352,2.399542,2.366905,2.327897,2.282023,2.228870,2.168141,2.099685,2.023518,1.939835,1.849014,1.751593,1.648249,1.539755,1.426920
4217,2.492485,2.490818,2.485755,2.477112,2.464592,2.447799,2.426257,2.399440,2.366794,2.327778,2.281898,2.228740,2.168008,2.099551,2.023386,1.939708,1.848893,1.751482,1.648151,1.539671,1.426850
4218,2.492418,2.490750,2.485684,2.477037,2.464511,2.447711,2.426162,2.399337,2.366683,2.327660,2.281773,2.228610,2.167875,2.099417,2.023254,1.939581,1.848773,1.751372,1.648052,1.539586,1.426780
4219,2.492350,2.490681,2.485613,2.476962,2.464431,2.447624,2.426067,2.399234,2.366572,2.327541,2.281648,2.228480,2.167742,2.099284,2.023122,1.939453,1.848653,1.751262,1.647954,1.539501,1.426711
4220,2.492282,2.490613,2.485542,2.476887,2.464350,2.447536,2.425972,2.399131,2.366461,2.327423,2.281523,2.228350,2.167609,2.099150,2.022990,1.939326,1.848533,1.751151,1.647856,1.539417,1.426641
4221,2.492214,2.490544,2.485471,2.476811,2.464269,2.447449,2.425877,2.399028,2.366350,2.327304,2.281398,2.228220,2.167476,2.099016,2.022858,1.939198,1.848413,1.751041,1.647758,1.539332,1.426571
4222,2.492147,2.490475,2.485400,2.476736,2.464188,2.447361,2.425782,2.398925,2.366239,2.327186,2.281273,2.228090,2.167343,2.098882,2.022726,1.939071,1.848293,1.750931,1.647659,1.539248,1.426501
4223,2.492079,2.490407,2.485329,2.476661,2.464107,2.447274,2.425687,2.398822,2.366128,2.327067,2.281148,2.227960,2.167210,2.098748,2.022594,1.938944,1.848173,1.750821,1.647561,1.539163,1.426431
4224,2.492011,2.490338,2.485257,2.476585,2.464026,2.447186,2.425592,2.398719,2.366017,2.326949,2.281023,2.227830,2.167077,2.098615,2.022462,1.938817,1.848053,1.750711,1.647463,1.539079,1.426362
4225,2.491943,2.490269,2.485186,2.476510,2.463945,2.447099,2.425497,2.398615,2.365906,2.326830,2.280898,2.227700,2.166944,2.098481,2.022330,1.938689,1.847933,1.750601,1.647365,1.538994,1.426292
4226,2.491875,2.490200,2.485115,2.476434,2.463865,2.447011,2.425402,2.398512,2.365795,2.326712,2.280773,2.227570,2.166811,2.098347,2.022198,1.938562,1.847813,1.750491,1.647267,1.538910,1.426222
4227,2.491807,2.490132,2.485043,2.476359,2.463783,2.446923,2.425307,2.398409,2.365684,2.326593,2.280648,2.227440,2.166678,2.098213,2.022067,1.938435,1.847693,1.750380,1.647169,1.538825,1.426152
4228,2.491739,2.490063,2.484972,2.476283,2.463702,2.446835,2.425211,2.398306,2.365573,2.326475,2.280523,2.227310,2.166545,2.098080,2.021935,1.938308,1.847574,1.750270,1.647071,1.538741,1.426083
4229,2.491671,2.489994,2.484900,2.476208,2.463621,2.446748,2.425116,2.398203,2.365461,2.326356,2.280398,2.227180,2.166412,2.097946,2.021803,1.938181,1.847454,1.750160,1.646973,1.538656,1.426013
4230,2.491603,2.489925,2.484829,2.476132,2.463540,2.446660,2.425021,2.398100,2.365350,2.326238,2.280273,2.227050,2.166279,2.097812,2.021671,1.938053,1.847334,1.750050,1.646875,1.538572,1.425943
4231,2.491535,2.489856,2.484757,2.476057,2.463459,2.446572,2.424926,2.397996,2.365239,2.326119,2.280148,2.226921,2.166146,2.097679,2.021539,1.937926,1.847214,1.749940,1.646776,1.538487,1.425874
4232,2.491466,2.489787,2.484686,2.475981,2.463378,2.446484,2.424830,2.397893,2.365128,2.326001,2.280023,2.226791,2.166013,2.097545,2.021408,1.937799,1.847094,1.749830,1.646678,1.538403,1.425804
4233,2.491398,2.489718,2.484614,2.475905,2.463296,2.446396,2.424735,2.397790,2.365017,2.325882,2.279898,2.226661,2.165880,2.097411,2.021276,1.937672,1.846975,1.749720,1.646580,1.538318,1.425735
4234,2.491330,2.489648,2.484542,2.475829,2.463215,2.446308,2.424639,2.397687,2.364906,2.325763,2.279773,2.226531,2.165747,2.097278,2.021144,1.937545,1.846855,1.749610,1.646482,1.538234,1.425665
4235,2.491261,2.489579,2.484470,2.475753,2.463134,2.446220,2.424544,2.397583,2.364794,2.325645,2.279648,2.226401,2.165614,2.097144,2.021013,1.937418,1.846735,1.749501,1.646384,1.538149,1.425595
